country,panel_year,shock_SH001_active,shock_SH002_active,shock_SH003_active,shock_SH004_active,shock_SH005_active,shock_SH006_active,shock_SH007_active,shock_SH008_active,shock_SH009_active,shock_SH010_active,shock_SH011_active,shock_SH012_active,shock_SH013_active,shock_SH014_active,shock_SH015_active,shock_SH016_active,shock_SH017_active,total_enrollment,enrollment_undergrad,enrollment_grad,enrollment_other,f1_visas_issued,total_economic_contribution_usd,total_jobs_supported,cpi_annual_avg
Nigeria,2021,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,14438,4529.0,7212.0,2697.0,6311,33800000000.0,335423.0,270.96975000000003
Nigeria,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17640,4804.0,9555.0,3281.0,7547,40100000000.0,368333.0,292.6549166666667
Nigeria,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20029,5214.0,11206.0,3609.0,7466,43800000000.0,378175.0,304.7015833333333
Nigeria,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21847,5677.0,11617.0,4553.0,6175,42900000000.0,355736.0,313.6888333333333
Canada,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23544,,,,203,,,
Canada,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25279,13480.0,10694.0,1105.0,182,,,172.20000000000002
Canada,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26514,13472.0,11810.0,1233.0,189,,,177.0666666666667
Canada,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26513,13859.0,11252.0,1402.0,194,,,179.875
Canada,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27017,13996.0,12129.0,892.0,168,,,183.95833333333337
Canada,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28140,13710.0,13087.0,1343.0,190,,,188.88333333333333
Canada,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28202,14257.0,12355.0,1590.0,153,,,195.29166666666663
Canada,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28280,13546.0,12491.0,2243.0,172,,,201.59166666666667
Canada,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29051,13623.0,13040.0,2388.0,191,,,207.34241666666665
Canada,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29697,14261.0,13185.0,2251.0,179,,,215.3025
Canada,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28145,13607.0,11950.0,2588.0,175,,,214.537
Canada,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27546,13154.0,11618.0,2774.0,180,,,218.0555
Canada,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26821,12866.0,11190.0,2765.0,349,,,224.9391666666667
Canada,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27357,13395.0,10982.0,2980.0,245,,,229.59391666666667
Canada,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28304,13916.0,11207.0,3181.0,222,,,232.95708333333337
Canada,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27240,13131.0,10605.0,3504.0,241,30500000000.0,373383.0,236.73616666666663
Canada,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26973,13223.0,10220.0,3530.0,296,32800000000.0,400844.0,237.017
Canada,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27065,13191.0,10113.0,3761.0,365,36900000000.0,450331.0,240.00716666666665
Canada,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25909,12581.0,9517.0,3811.0,304,39000000000.0,455622.0,245.11958333333337
Canada,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26122,12470.0,9471.0,4181.0,295,40500000000.0,458290.0,251.10683333333336
Canada,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25992,12409.0,9488.0,4095.0,324,38700000000.0,415996.0,255.65741666666668
Canada,2020,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,25143,11981.0,9499.0,3663.0,64,28400000000.0,306308.0,258.8111666666667
Canada,2021,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,27013,13004.0,10338.0,3671.0,151,33800000000.0,335423.0,270.96975000000003
Canada,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27876,13051.0,10669.0,4156.0,141,40100000000.0,368333.0,292.6549166666667
Canada,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28998,13726.0,10428.0,4844.0,165,43800000000.0,378175.0,304.7015833333333
Canada,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29903,15017.0,9887.0,4999.0,242,42900000000.0,355736.0,313.6888333333333
Japan,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46872,,,,33762,,,
Japan,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46497,32136.0,8560.0,5800.0,32661,,,172.20000000000002
Japan,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46810,31588.0,9691.0,5531.0,32237,,,177.0666666666667
Japan,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45960,31489.0,9516.0,4955.0,25036,,,179.875
Japan,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40835,27925.0,8681.0,4229.0,24825,,,183.95833333333337
Japan,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42215,28708.0,8497.0,5010.0,24562,,,188.88333333333333
Japan,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38712,24759.0,8025.0,5928.0,24554,,,195.29166666666663
Japan,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35282,22247.0,7008.0,6027.0,23417,,,201.59166666666667
Japan,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33974,20831.0,6878.0,6265.0,21900,,,207.34241666666665
Japan,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29264,16770.0,6287.0,6207.0,19876,,,215.3025
Japan,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24842,13063.0,5390.0,6389.0,16423,,,214.537
Japan,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21290,10544.0,4650.0,6096.0,15014,,,218.0555
Japan,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19966,9359.0,4403.0,6204.0,16811,,,224.9391666666667
Japan,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19568,9126.0,3944.0,6498.0,18669,,,229.59391666666667
Japan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19334,9155.0,3562.0,6617.0,18837,,,232.95708333333337
Japan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19064,8877.0,3290.0,6897.0,18258,30500000000.0,373383.0,236.73616666666663
Japan,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19060,9285.0,3125.0,6650.0,17203,32800000000.0,400844.0,237.017
Japan,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18780,9095.0,2967.0,6718.0,16668,36900000000.0,450331.0,240.00716666666665
Japan,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18753,9190.0,2918.0,6645.0,15982,39000000000.0,455622.0,245.11958333333337
Japan,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18105,9001.0,2875.0,6229.0,14413,40500000000.0,458290.0,251.10683333333336
Japan,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17554,8684.0,2774.0,6096.0,13712,38700000000.0,415996.0,255.65741666666668
Japan,2020,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,11785,7243.0,2678.0,1864.0,5357,28400000000.0,306308.0,258.8111666666667
Japan,2021,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,13449,7008.0,3290.0,3151.0,6383,33800000000.0,335423.0,270.96975000000003
Japan,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16054,7191.0,3516.0,5347.0,11460,40100000000.0,368333.0,292.6549166666667
Japan,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13959,6453.0,2888.0,4618.0,9692,43800000000.0,378175.0,304.7015833333333
Japan,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13814,6327.0,2744.0,4743.0,8775,42900000000.0,355736.0,313.6888333333333
