country,academic_year,academic_level,enrollment
Mexico,2005/06,enrollment_grad,4154
Mexico,2005/06,enrollment_other,1566
Mexico,2005/06,enrollment_undergrad,8211
Mexico,2006/07,enrollment_grad,4311
Mexico,2006/07,enrollment_other,1530
Mexico,2006/07,enrollment_undergrad,7985
Mexico,2007/08,enrollment_grad,4540
Mexico,2007/08,enrollment_other,1691
Mexico,2007/08,enrollment_undergrad,8606
Mexico,2008/09,enrollment_grad,4148
Mexico,2008/09,enrollment_other,1768
Mexico,2008/09,enrollment_undergrad,8934
Mexico,2009/10,enrollment_grad,3911
Mexico,2009/10,enrollment_other,1824
Mexico,2009/10,enrollment_undergrad,7715
Mexico,2010/11,enrollment_grad,3908
Mexico,2010/11,enrollment_other,1642
Mexico,2010/11,enrollment_undergrad,8163
Mexico,2011/12,enrollment_grad,4188
Mexico,2011/12,enrollment_other,2141
Mexico,2011/12,enrollment_undergrad,7564
Mexico,2012/13,enrollment_grad,4237
Mexico,2012/13,enrollment_other,2006
Mexico,2012/13,enrollment_undergrad,7956
Mexico,2013/14,enrollment_grad,4182
Mexico,2013/14,enrollment_other,2286
Mexico,2013/14,enrollment_undergrad,8311
Mexico,2014/15,enrollment_grad,3994
Mexico,2014/15,enrollment_other,4848
Mexico,2014/15,enrollment_undergrad,8210
Mexico,2015/16,enrollment_grad,4169
Mexico,2015/16,enrollment_other,2924
Mexico,2015/16,enrollment_undergrad,9640
Mexico,2016/17,enrollment_grad,4107
Mexico,2016/17,enrollment_other,3333
Mexico,2016/17,enrollment_undergrad,9395
Mexico,2017/18,enrollment_grad,3839
Mexico,2017/18,enrollment_other,2827
Mexico,2017/18,enrollment_undergrad,8802
Mexico,2018/19,enrollment_grad,3760
Mexico,2018/19,enrollment_other,2920
Mexico,2018/19,enrollment_undergrad,8549
Mexico,2019/20,enrollment_grad,3817
Mexico,2019/20,enrollment_other,2538
Mexico,2019/20,enrollment_undergrad,7993
Mexico,2020/21,enrollment_grad,3788
Mexico,2020/21,enrollment_other,1895
Mexico,2020/21,enrollment_undergrad,7303
Mexico,2021/22,enrollment_grad,4412
Mexico,2021/22,enrollment_other,2350
Mexico,2021/22,enrollment_undergrad,7738
Mexico,2022/23,enrollment_grad,4566
Mexico,2022/23,enrollment_other,2721
Mexico,2022/23,enrollment_undergrad,7254
Mexico,2023/24,enrollment_grad,4466
Mexico,2023/24,enrollment_other,2875
Mexico,2023/24,enrollment_undergrad,8133
Mexico,2024/25,enrollment_grad,4503
Mexico,2024/25,enrollment_other,2948
Mexico,2024/25,enrollment_undergrad,8201
Nepal,2000/01,enrollment_grad,609
Nepal,2000/01,enrollment_other,117
Nepal,2000/01,enrollment_undergrad,1892
Nepal,2001/02,enrollment_grad,776
Nepal,2001/02,enrollment_other,103
Nepal,2001/02,enrollment_undergrad,2141
Nepal,2002/03,enrollment_grad,956
Nepal,2002/03,enrollment_other,108
Nepal,2002/03,enrollment_undergrad,2665
Nepal,2003/04,enrollment_grad,1208
Nepal,2003/04,enrollment_other,159
Nepal,2003/04,enrollment_undergrad,3017
Nepal,2004/05,enrollment_grad,1427
Nepal,2004/05,enrollment_other,217
Nepal,2004/05,enrollment_undergrad,3217
Nepal,2005/06,enrollment_grad,1734
Nepal,2005/06,enrollment_other,290
Nepal,2005/06,enrollment_undergrad,4037
Nepal,2006/07,enrollment_grad,2033
Nepal,2006/07,enrollment_other,534
Nepal,2006/07,enrollment_undergrad,5187
Nepal,2007/08,enrollment_grad,2569
Nepal,2007/08,enrollment_other,647
Nepal,2007/08,enrollment_undergrad,5720
Nepal,2008/09,enrollment_grad,2792
Nepal,2008/09,enrollment_other,895
Nepal,2008/09,enrollment_undergrad,7894
Nepal,2009/10,enrollment_grad,2897
Nepal,2009/10,enrollment_other,1127
Nepal,2009/10,enrollment_undergrad,7209
Nepal,2010/11,enrollment_grad,2921
Nepal,2010/11,enrollment_other,1312
Nepal,2010/11,enrollment_undergrad,6068
Nepal,2011/12,enrollment_grad,2822
Nepal,2011/12,enrollment_other,1667
Nepal,2011/12,enrollment_undergrad,5132
Nepal,2012/13,enrollment_grad,3068
Nepal,2012/13,enrollment_other,1692
Nepal,2012/13,enrollment_undergrad,4160
Nepal,2013/14,enrollment_grad,3039
Nepal,2013/14,enrollment_other,1746
Nepal,2013/14,enrollment_undergrad,3370
Nepal,2014/15,enrollment_grad,3309
Nepal,2014/15,enrollment_other,1517
Nepal,2014/15,enrollment_undergrad,3332
Nepal,2015/16,enrollment_grad,3825
Nepal,2015/16,enrollment_other,1443
Nepal,2015/16,enrollment_undergrad,4394
Nepal,2016/17,enrollment_grad,3991
Nepal,2016/17,enrollment_other,1360
Nepal,2016/17,enrollment_undergrad,6256
Nepal,2017/18,enrollment_grad,4537
Nepal,2017/18,enrollment_other,1355
Nepal,2017/18,enrollment_undergrad,7378
Nepal,2018/19,enrollment_grad,4037
Nepal,2018/19,enrollment_other,1721
Nepal,2018/19,enrollment_undergrad,7471
Nepal,2019/20,enrollment_grad,3871
Nepal,2019/20,enrollment_other,2346
Nepal,2019/20,enrollment_undergrad,6513
Nepal,2020/21,enrollment_grad,3655
Nepal,2020/21,enrollment_other,2190
Nepal,2020/21,enrollment_undergrad,5327
Nepal,2021/22,enrollment_grad,4576
Nepal,2021/22,enrollment_other,2705
Nepal,2021/22,enrollment_undergrad,4518
Nepal,2022/23,enrollment_grad,5542
Nepal,2022/23,enrollment_other,3260
Nepal,2022/23,enrollment_undergrad,6288
Nepal,2023/24,enrollment_grad,5882
Nepal,2023/24,enrollment_other,3399
Nepal,2023/24,enrollment_undergrad,7461
Nepal,2024/25,enrollment_grad,8350
Nepal,2024/25,enrollment_other,3898
Nepal,2024/25,enrollment_undergrad,12642
Nigeria,2000/01,enrollment_grad,1021
Nigeria,2000/01,enrollment_other,142
Nigeria,2000/01,enrollment_undergrad,2657
Nigeria,2001/02,enrollment_grad,1308
Nigeria,2001/02,enrollment_other,132
Nigeria,2001/02,enrollment_undergrad,3059
Nigeria,2002/03,enrollment_grad,1622
Nigeria,2002/03,enrollment_other,150
Nigeria,2002/03,enrollment_undergrad,4043
Nigeria,2003/04,enrollment_grad,1680
Nigeria,2003/04,enrollment_other,173
Nigeria,2003/04,enrollment_undergrad,4287
Nigeria,2004/05,enrollment_grad,1778
Nigeria,2004/05,enrollment_other,281
Nigeria,2004/05,enrollment_undergrad,4276
Nigeria,2005/06,enrollment_grad,1819
Nigeria,2005/06,enrollment_other,271
Nigeria,2005/06,enrollment_undergrad,4102
Nigeria,2006/07,enrollment_grad,1820
Nigeria,2006/07,enrollment_other,554
Nigeria,2006/07,enrollment_undergrad,3569
Nigeria,2007/08,enrollment_grad,1968
Nigeria,2007/08,enrollment_other,509
Nigeria,2007/08,enrollment_undergrad,3745
Nigeria,2008/09,enrollment_grad,2153
Nigeria,2008/09,enrollment_other,590
Nigeria,2008/09,enrollment_undergrad,3513
Nigeria,2009/10,enrollment_grad,2327
Nigeria,2009/10,enrollment_other,743
Nigeria,2009/10,enrollment_undergrad,3498
Nigeria,2010/11,enrollment_grad,2454
Nigeria,2010/11,enrollment_other,922
Nigeria,2010/11,enrollment_undergrad,3772
Nigeria,2011/12,enrollment_grad,2522
Nigeria,2011/12,enrollment_other,929
Nigeria,2011/12,enrollment_undergrad,3577
Nigeria,2012/13,enrollment_grad,2551
Nigeria,2012/13,enrollment_other,1058
Nigeria,2012/13,enrollment_undergrad,3707
Nigeria,2013/14,enrollment_grad,2771
Nigeria,2013/14,enrollment_other,1112
Nigeria,2013/14,enrollment_undergrad,4038
Nigeria,2014/15,enrollment_grad,3339
Nigeria,2014/15,enrollment_other,1385
Nigeria,2014/15,enrollment_undergrad,4770
Nigeria,2015/16,enrollment_grad,3803
Nigeria,2015/16,enrollment_other,1447
Nigeria,2015/16,enrollment_undergrad,5424
Nigeria,2016/17,enrollment_grad,4239
Nigeria,2016/17,enrollment_other,1673
Nigeria,2016/17,enrollment_undergrad,5798
Nigeria,2017/18,enrollment_grad,4762
Nigeria,2017/18,enrollment_other,2044
Nigeria,2017/18,enrollment_undergrad,5887
Nigeria,2018/19,enrollment_grad,5274
Nigeria,2018/19,enrollment_other,2460
Nigeria,2018/19,enrollment_undergrad,5689
Nigeria,2019/20,enrollment_grad,5565
Nigeria,2019/20,enrollment_other,2816
Nigeria,2019/20,enrollment_undergrad,5381
Nigeria,2020/21,enrollment_grad,5350
Nigeria,2020/21,enrollment_other,2683
Nigeria,2020/21,enrollment_undergrad,4827
Nigeria,2021/22,enrollment_grad,7212
Nigeria,2021/22,enrollment_other,2697
Nigeria,2021/22,enrollment_undergrad,4529
Nigeria,2022/23,enrollment_grad,9555
Nigeria,2022/23,enrollment_other,3281
Nigeria,2022/23,enrollment_undergrad,4804
Nigeria,2023/24,enrollment_grad,11206
Nigeria,2023/24,enrollment_other,3609
Nigeria,2023/24,enrollment_undergrad,5214
Nigeria,2024/25,enrollment_grad,11617
Nigeria,2024/25,enrollment_other,4553
Nigeria,2024/25,enrollment_undergrad,5677
Russia,2000/01,enrollment_grad,3376
Russia,2000/01,enrollment_other,423
Russia,2000/01,enrollment_undergrad,3060
Russia,2001/02,enrollment_grad,3380
Russia,2001/02,enrollment_other,421
Russia,2001/02,enrollment_undergrad,2843
Russia,2002/03,enrollment_grad,3153
Russia,2002/03,enrollment_other,391
Russia,2002/03,enrollment_undergrad,2694
Russia,2003/04,enrollment_grad,2865
Russia,2003/04,enrollment_other,345
Russia,2003/04,enrollment_undergrad,2322
Russia,2004/05,enrollment_grad,2662
Russia,2004/05,enrollment_other,414
Russia,2004/05,enrollment_undergrad,1997
Russia,2005/06,enrollment_grad,2434
Russia,2005/06,enrollment_other,480
Russia,2005/06,enrollment_undergrad,1887
Russia,2006/07,enrollment_grad,2308
Russia,2006/07,enrollment_other,559
Russia,2006/07,enrollment_undergrad,1884
Russia,2007/08,enrollment_grad,2235
Russia,2007/08,enrollment_other,722
Russia,2007/08,enrollment_undergrad,1949
Russia,2008/09,enrollment_grad,2094
Russia,2008/09,enrollment_other,740
Russia,2008/09,enrollment_undergrad,2074
Russia,2009/10,enrollment_grad,2035
Russia,2009/10,enrollment_other,817
Russia,2009/10,enrollment_undergrad,1975
Russia,2010/11,enrollment_grad,2085
Russia,2010/11,enrollment_other,835
Russia,2010/11,enrollment_undergrad,1772
Russia,2011/12,enrollment_grad,2097
Russia,2011/12,enrollment_other,893
Russia,2011/12,enrollment_undergrad,1815
Russia,2012/13,enrollment_grad,2026
Russia,2012/13,enrollment_other,912
Russia,2012/13,enrollment_undergrad,1960
Russia,2013/14,enrollment_grad,2039
Russia,2013/14,enrollment_other,1005
Russia,2013/14,enrollment_undergrad,2094
Russia,2014/15,enrollment_grad,2004
Russia,2014/15,enrollment_other,1210
Russia,2014/15,enrollment_undergrad,2348
Russia,2015/16,enrollment_grad,1975
Russia,2015/16,enrollment_other,1148
Russia,2015/16,enrollment_undergrad,2321
Russia,2016/17,enrollment_grad,1925
Russia,2016/17,enrollment_other,1142
Russia,2016/17,enrollment_undergrad,2345
Russia,2017/18,enrollment_grad,1857
Russia,2017/18,enrollment_other,1288
Russia,2017/18,enrollment_undergrad,2373
Russia,2018/19,enrollment_grad,1795
Russia,2018/19,enrollment_other,1239
Russia,2018/19,enrollment_undergrad,2258
Russia,2019/20,enrollment_grad,1817
Russia,2019/20,enrollment_other,1240
Russia,2019/20,enrollment_undergrad,2236
Russia,2020/21,enrollment_grad,1663
Russia,2020/21,enrollment_other,1120
Russia,2020/21,enrollment_undergrad,2022
Russia,2021/22,enrollment_grad,1714
Russia,2021/22,enrollment_other,1086
Russia,2021/22,enrollment_undergrad,2002
Russia,2022/23,enrollment_grad,1820
Russia,2022/23,enrollment_other,1101
Russia,2022/23,enrollment_undergrad,1992
Russia,2023/24,enrollment_grad,1896
Russia,2023/24,enrollment_other,1128
Russia,2023/24,enrollment_undergrad,2047
Russia,2024/25,enrollment_grad,1818
Russia,2024/25,enrollment_other,1061
Russia,2024/25,enrollment_undergrad,2069
South Korea,2000/01,enrollment_grad,21568
South Korea,2000/01,enrollment_other,5336
South Korea,2000/01,enrollment_undergrad,18781
South Korea,2001/02,enrollment_grad,23676
South Korea,2001/02,enrollment_other,5585
South Korea,2001/02,enrollment_undergrad,19786
South Korea,2002/03,enrollment_grad,24616
South Korea,2002/03,enrollment_other,5128
South Korea,2002/03,enrollment_undergrad,21774
South Korea,2003/04,enrollment_grad,24757
South Korea,2003/04,enrollment_other,5000
South Korea,2003/04,enrollment_undergrad,22727
South Korea,2004/05,enrollment_grad,24122
South Korea,2004/05,enrollment_other,5804
South Korea,2004/05,enrollment_undergrad,23432
South Korea,2005/06,enrollment_grad,24414
South Korea,2005/06,enrollment_other,7662
South Korea,2005/06,enrollment_undergrad,26946
South Korea,2006/07,enrollment_grad,23950
South Korea,2006/07,enrollment_other,10214
South Korea,2006/07,enrollment_undergrad,28228
South Korea,2007/08,enrollment_grad,24697
South Korea,2007/08,enrollment_other,11493
South Korea,2007/08,enrollment_undergrad,32934
South Korea,2008/09,enrollment_grad,25463
South Korea,2008/09,enrollment_other,12524
South Korea,2008/09,enrollment_undergrad,37078
South Korea,2009/10,enrollment_grad,23386
South Korea,2009/10,enrollment_other,12533
South Korea,2009/10,enrollment_undergrad,36234
South Korea,2010/11,enrollment_grad,22486
South Korea,2010/11,enrollment_other,12921
South Korea,2010/11,enrollment_undergrad,37944
South Korea,2011/12,enrollment_grad,21260
South Korea,2011/12,enrollment_other,12803
South Korea,2011/12,enrollment_undergrad,38232
South Korea,2012/13,enrollment_grad,19916
South Korea,2012/13,enrollment_other,12617
South Korea,2012/13,enrollment_undergrad,38094
South Korea,2013/14,enrollment_grad,18894
South Korea,2013/14,enrollment_other,12161
South Korea,2013/14,enrollment_undergrad,36992
South Korea,2014/15,enrollment_grad,17605
South Korea,2014/15,enrollment_other,11454
South Korea,2014/15,enrollment_undergrad,34651
South Korea,2015/16,enrollment_grad,16613
South Korea,2015/16,enrollment_other,11699
South Korea,2015/16,enrollment_undergrad,32695
South Korea,2016/17,enrollment_grad,16471
South Korea,2016/17,enrollment_other,12112
South Korea,2016/17,enrollment_undergrad,30080
South Korea,2017/18,enrollment_grad,15572
South Korea,2017/18,enrollment_other,11345
South Korea,2017/18,enrollment_undergrad,27638
South Korea,2018/19,enrollment_grad,15518
South Korea,2018/19,enrollment_other,11571
South Korea,2018/19,enrollment_undergrad,25161
South Korea,2019/20,enrollment_grad,15219
South Korea,2019/20,enrollment_other,11175
South Korea,2019/20,enrollment_undergrad,23415
South Korea,2020/21,enrollment_grad,14238
South Korea,2020/21,enrollment_other,7510
South Korea,2020/21,enrollment_undergrad,17743
South Korea,2021/22,enrollment_grad,14915
South Korea,2021/22,enrollment_other,7578
South Korea,2021/22,enrollment_undergrad,18262
South Korea,2022/23,enrollment_grad,15305
South Korea,2022/23,enrollment_other,9236
South Korea,2022/23,enrollment_undergrad,19306
South Korea,2023/24,enrollment_grad,14930
South Korea,2023/24,enrollment_other,10459
South Korea,2023/24,enrollment_undergrad,17760
South Korea,2024/25,enrollment_grad,14836
South Korea,2024/25,enrollment_other,10807
South Korea,2024/25,enrollment_undergrad,16650
Ukraine,2000/01,enrollment_grad,888
Ukraine,2000/01,enrollment_other,114
Ukraine,2000/01,enrollment_undergrad,908
Ukraine,2001/02,enrollment_grad,1117
Ukraine,2001/02,enrollment_other,162
Ukraine,2001/02,enrollment_undergrad,915
Ukraine,2002/03,enrollment_grad,1128
Ukraine,2002/03,enrollment_other,103
Ukraine,2002/03,enrollment_undergrad,839
Ukraine,2003/04,enrollment_grad,1170
Ukraine,2003/04,enrollment_other,76
Ukraine,2003/04,enrollment_undergrad,758
Ukraine,2004/05,enrollment_grad,1040
Ukraine,2004/05,enrollment_other,111
Ukraine,2004/05,enrollment_undergrad,680
Ukraine,2005/06,enrollment_grad,981
Ukraine,2005/06,enrollment_other,154
Ukraine,2005/06,enrollment_undergrad,670
Ukraine,2006/07,enrollment_grad,868
Ukraine,2006/07,enrollment_other,188
Ukraine,2006/07,enrollment_undergrad,636
Ukraine,2007/08,enrollment_grad,884
Ukraine,2007/08,enrollment_other,202
Ukraine,2007/08,enrollment_undergrad,628
Ukraine,2008/09,enrollment_grad,814
Ukraine,2008/09,enrollment_other,229
Ukraine,2008/09,enrollment_undergrad,673
Ukraine,2009/10,enrollment_grad,818
Ukraine,2009/10,enrollment_other,273
Ukraine,2009/10,enrollment_undergrad,636
Ukraine,2010/11,enrollment_grad,718
Ukraine,2010/11,enrollment_other,282
Ukraine,2010/11,enrollment_undergrad,583
Ukraine,2011/12,enrollment_grad,653
Ukraine,2011/12,enrollment_other,268
Ukraine,2011/12,enrollment_undergrad,614
Ukraine,2012/13,enrollment_grad,608
Ukraine,2012/13,enrollment_other,276
Ukraine,2012/13,enrollment_undergrad,606
Ukraine,2013/14,enrollment_grad,593
Ukraine,2013/14,enrollment_other,262
Ukraine,2013/14,enrollment_undergrad,609
Ukraine,2014/15,enrollment_grad,585
Ukraine,2014/15,enrollment_other,288
Ukraine,2014/15,enrollment_undergrad,678
Ukraine,2015/16,enrollment_grad,617
Ukraine,2015/16,enrollment_other,335
Ukraine,2015/16,enrollment_undergrad,728
Ukraine,2016/17,enrollment_grad,647
Ukraine,2016/17,enrollment_other,353
Ukraine,2016/17,enrollment_undergrad,817
Ukraine,2017/18,enrollment_grad,645
Ukraine,2017/18,enrollment_other,342
Ukraine,2017/18,enrollment_undergrad,941
Ukraine,2018/19,enrollment_grad,578
Ukraine,2018/19,enrollment_other,397
Ukraine,2018/19,enrollment_undergrad,978
Ukraine,2019/20,enrollment_grad,538
Ukraine,2019/20,enrollment_other,410
Ukraine,2019/20,enrollment_undergrad,951
Ukraine,2020/21,enrollment_grad,529
Ukraine,2020/21,enrollment_other,333
Ukraine,2020/21,enrollment_undergrad,877
Ukraine,2021/22,enrollment_grad,556
Ukraine,2021/22,enrollment_other,360
Ukraine,2021/22,enrollment_undergrad,919
Ukraine,2022/23,enrollment_grad,581
Ukraine,2022/23,enrollment_other,405
Ukraine,2022/23,enrollment_undergrad,1086
Ukraine,2023/24,enrollment_grad,571
Ukraine,2023/24,enrollment_other,416
Ukraine,2023/24,enrollment_undergrad,1196
Ukraine,2024/25,enrollment_grad,562
Ukraine,2024/25,enrollment_other,405
Ukraine,2024/25,enrollment_undergrad,1379
Vietnam,2000/01,enrollment_grad,488
Vietnam,2000/01,enrollment_other,113
Vietnam,2000/01,enrollment_undergrad,1421
Vietnam,2001/02,enrollment_grad,563
Vietnam,2001/02,enrollment_other,115
Vietnam,2001/02,enrollment_undergrad,1852
Vietnam,2002/03,enrollment_grad,649
Vietnam,2002/03,enrollment_other,149
Vietnam,2002/03,enrollment_undergrad,1924
Vietnam,2003/04,enrollment_grad,815
Vietnam,2003/04,enrollment_other,124
Vietnam,2003/04,enrollment_undergrad,2226
Vietnam,2004/05,enrollment_grad,1097
Vietnam,2004/05,enrollment_other,144
Vietnam,2004/05,enrollment_undergrad,2429
Vietnam,2005/06,enrollment_grad,1288
Vietnam,2005/06,enrollment_other,266
Vietnam,2005/06,enrollment_undergrad,3043
Vietnam,2006/07,enrollment_grad,1344
Vietnam,2006/07,enrollment_other,570
Vietnam,2006/07,enrollment_undergrad,4122
Vietnam,2007/08,enrollment_grad,1649
Vietnam,2007/08,enrollment_other,1175
Vietnam,2007/08,enrollment_undergrad,5945
Vietnam,2008/09,enrollment_grad,1944
Vietnam,2008/09,enrollment_other,1632
Vietnam,2008/09,enrollment_undergrad,9247
Vietnam,2009/10,enrollment_grad,2454
Vietnam,2009/10,enrollment_other,1794
Vietnam,2009/10,enrollment_undergrad,8864
Vietnam,2010/11,enrollment_grad,2420
Vietnam,2010/11,enrollment_other,1414
Vietnam,2010/11,enrollment_undergrad,11054
Vietnam,2011/12,enrollment_grad,2649
Vietnam,2011/12,enrollment_other,1679
Vietnam,2011/12,enrollment_undergrad,11244
Vietnam,2012/13,enrollment_grad,2785
Vietnam,2012/13,enrollment_other,1931
Vietnam,2012/13,enrollment_undergrad,11382
Vietnam,2013/14,enrollment_grad,2562
Vietnam,2013/14,enrollment_other,2131
Vietnam,2013/14,enrollment_undergrad,11886
Vietnam,2014/15,enrollment_grad,2931
Vietnam,2014/15,enrollment_other,3342
Vietnam,2014/15,enrollment_undergrad,12449
Vietnam,2015/16,enrollment_grad,3231
Vietnam,2015/16,enrollment_other,3782
Vietnam,2015/16,enrollment_undergrad,14390
Vietnam,2016/17,enrollment_grad,3503
Vietnam,2016/17,enrollment_other,3669
Vietnam,2016/17,enrollment_undergrad,15266
Vietnam,2017/18,enrollment_grad,3703
Vietnam,2017/18,enrollment_other,3689
Vietnam,2017/18,enrollment_undergrad,16933
Vietnam,2018/19,enrollment_grad,3714
Vietnam,2018/19,enrollment_other,3630
Vietnam,2018/19,enrollment_undergrad,17048
Vietnam,2019/20,enrollment_grad,3648
Vietnam,2019/20,enrollment_other,3540
Vietnam,2019/20,enrollment_undergrad,16589
Vietnam,2020/21,enrollment_grad,3375
Vietnam,2020/21,enrollment_other,2974
Vietnam,2020/21,enrollment_undergrad,15282
Vietnam,2021/22,enrollment_grad,3596
Vietnam,2021/22,enrollment_other,3170
Vietnam,2021/22,enrollment_undergrad,13947
Vietnam,2022/23,enrollment_grad,3768
Vietnam,2022/23,enrollment_other,3837
Vietnam,2022/23,enrollment_undergrad,14295
Vietnam,2023/24,enrollment_grad,4014
Vietnam,2023/24,enrollment_other,4204
Vietnam,2023/24,enrollment_undergrad,13848
Vietnam,2024/25,enrollment_grad,4436
Vietnam,2024/25,enrollment_other,4992
Vietnam,2024/25,enrollment_undergrad,16156
