country,panel_year,prior_3yr_avg_growth,any_shock_active,num_shocks_active,cpi_annual_avg,target_next_yr_growth
Nepal,2023,0.134836628051645,1,1,304.7015833333333,0.3965455841416361
Nigeria,2000,0.05876117586471885,0,0,172.20000000000002,0.16360472724055164
Nigeria,2001,0.11118295155263525,0,0,177.0666666666667,0.2567575903721835
Nigeria,2002,0.15970783115915133,1,1,179.875,0.0542120019278336
Nigeria,2003,0.15819143984685624,1,1,183.95833333333337,0.03126507161405101
Nigeria,2004,0.11407822130468936,0,0,188.88333333333333,-0.022831677485676494
Nigeria,2005,0.020881798685402703,0,0,195.29166666666663,-0.04104407990290326
Nigeria,2006,-0.010870228591509582,0,0,201.59166666666667,0.04587734209092176
Nigeria,2007,-0.005999471765886,0,0,207.34241666666665,0.005449604767564509
Nigeria,2008,0.0034276223185276677,0,0,215.3025,0.048668368907117454
Nigeria,2009,0.033331771921867905,0,0,214.537,0.08462322514705534
Nigeria,2010,0.04624706627391243,0,0,218.0555,-0.016930426972331603
Nigeria,2011,0.03878705569394706,0,0,224.9391666666667,0.04016156020376904
Nigeria,2012,0.03595145279283093,0,0,229.59391666666667,0.07945372995352251
Nigeria,2013,0.034228287728319984,0,0,232.95708333333337,0.18114255964698422
Nigeria,2014,0.10025261660142526,0,0,236.73616666666663,0.1171508577826259
Nigeria,2015,0.12591571579437755,0,0,237.017,0.09263229969787368
Nigeria,2016,0.13030857237582794,0,0,240.00716666666665,0.08060748279641494
Nigeria,2017,0.09679688009230485,0,0,245.11958333333337,0.0559189930994588
Nigeria,2018,0.07638625853124914,0,0,251.10683333333336,0.02494151727478844
Nigeria,2019,0.05382266439022073,1,1,255.65741666666668,-0.06778945197081576
Nigeria,2020,0.004357019467810493,1,4,258.8111666666667,0.11574190090749603
Nigeria,2021,0.024297988737156235,1,3,270.96975000000003,0.20030543086167718
Nigeria,2022,0.08275262659945248,0,0,292.6549166666667,0.12701217274045007
Nigeria,2023,0.14768650150320775,1,1,304.7015833333333,0.08688238902485956
Russia,2000,-0.024059361179080696,0,0,172.20000000000002,-0.03185218535762502
Russia,2001,-0.027955773268352857,0,0,177.0666666666667,-0.06290405049749204
Russia,2002,-0.03960519901139925,1,1,179.875,-0.12011020438309927
Russia,2003,-0.0716221467460721,1,1,183.95833333333337,-0.0866170552179586
Russia,2004,-0.0898771033661833,0,0,188.88333333333333,-0.0551081290357498
Russia,2005,-0.08727846287893588,0,0,195.29166666666663,-0.0104691073440204
Russia,2006,-0.05073143053257626,0,0,201.59166666666667,0.03210382363151432
Russia,2007,-0.011157804249418627,0,0,207.34241666666665,0.00040758101236626487
Russia,2008,0.007347432433286727,0,0,215.3025,-0.016641370170308534
Russia,2009,0.005290011491190683,0,0,214.537,-0.028366225887126006
Russia,2010,-0.014866671681689425,0,0,218.0555,0.02379811163102552
Russia,2011,-0.00706982814213634,0,0,224.9391666666667,0.019169916107721008
Russia,2012,0.004867267283873507,0,0,229.59391666666667,0.047836940157715446
Russia,2013,0.030268322632153993,0,0,232.95708333333337,0.07929385712408177
Russia,2014,0.04876690446317274,0,0,236.73616666666663,-0.02144367102255451
Russia,2015,0.03522904208641423,0,0,237.017,-0.005895374480676452
Russia,2016,0.017318270540283603,0,0,240.00716666666665,0.01939676548655278
Russia,2017,-0.002647426672226061,0,0,245.11958333333337,-0.04181922954238537
Russia,2018,-0.009439279512169682,0,0,251.10683333333336,0.00018894662314039579
Russia,2019,-0.007411172477564065,1,1,255.65741666666668,-0.09672815045359506
Russia,2020,-0.04611947779094668,1,4,258.8111666666667,-0.0006245446231929463
Russia,2021,-0.03238791615121587,1,3,270.96975000000003,0.022852255387448395
Russia,2022,-0.024833479896446537,1,1,292.6549166666667,0.031653283626370765
Russia,2023,0.017960331463542072,1,2,304.7015833333333,-0.02455458228264007
South Korea,2000,0.10355023055997847,0,0,172.20000000000002,0.0709886167961038
South Korea,2001,0.08726942367804114,0,0,177.0666666666667,0.04919203842314701
South Korea,2002,0.07457696192640977,1,1,179.875,0.018557689573635017
South Korea,2003,0.046246114930961944,1,1,183.95833333333337,0.01651555840208907
South Korea,2004,0.0280884287996237,0,0,188.88333333333333,0.10088633611311693
South Korea,2005,0.045319861362947,0,0,195.29166666666663,0.05552680626952089
South Korea,2006,0.057642900261575626,0,0,201.59166666666667,0.10246493116354927
South Korea,2007,0.08629269118206236,0,0,207.34241666666665,0.08245241167252182
South Korea,2008,0.080148049701864,0,0,215.3025,-0.03956554046723326
South Korea,2009,0.04845060078961261,0,0,214.537,0.01646727336419218
South Korea,2010,0.01978471485649358,0,0,218.0555,-0.014501167281137484
South Korea,2011,-0.012533144794726189,0,0,224.9391666666667,-0.02334246283037622
South Korea,2012,-0.007125452249107174,0,0,229.59391666666667,-0.03721386475546673
South Korea,2013,-0.025019164955660145,0,0,232.95708333333337,-0.06585710676584888
South Korea,2014,-0.042137811450563945,0,0,236.73616666666663,-0.04335292444047312
South Korea,2015,-0.048807965320596246,0,0,237.017,-0.039179407271088706
South Korea,2016,-0.049463146159136905,0,0,240.00716666666665,-0.07259983730977382
South Korea,2017,-0.05171072300711188,0,0,245.11958333333337,-0.043169476262141515
South Korea,2018,-0.05164957361433468,0,0,251.10683333333336,-0.047844200251160984
South Korea,2019,-0.05453783794102544,1,1,255.65741666666668,-0.23212289274927045
South Korea,2020,-0.10771218975419099,1,4,258.8111666666667,0.031505733701932215
South Korea,2021,-0.08282045309949974,1,3,270.96975000000003,0.07312776988004366
South Korea,2022,-0.042496463055764856,0,0,292.6549166666667,-0.01604705913660176
